,DATE,CORESTICKM159SFRBATL,Inflation_change
1970-01-31 00:00:00.000000419,2002-12-01,2.792164,-0.011386095494777093
1970-01-31 00:00:00.000000420,2003-01-01,2.778159,-0.005015822852812435
1970-01-31 00:00:00.000000421,2003-02-01,2.69562,-0.029709962604732132
1970-01-31 00:00:00.000000422,2003-03-01,2.619135,-0.02837380639704401
1970-01-31 00:00:00.000000423,2003-04-01,2.450573,-0.06435788915042562
1970-01-31 00:00:00.000000424,2003-05-01,2.338588,-0.04569747565161286
1970-01-31 00:00:00.000000425,2003-06-01,2.261697,-0.03287924166206291
1970-01-31 00:00:00.000000426,2003-07-01,2.228217,-0.014803043909064728
1970-01-31 00:00:00.000000427,2003-08-01,2.155287,-0.032730205361506504
1970-01-31 00:00:00.000000428,2003-09-01,2.174311,0.008826666703784625
1970-01-31 00:00:00.000000429,2003-10-01,2.150681,-0.010867810538602751
1970-01-31 00:00:00.000000430,2003-11-01,2.025956,-0.05799325887939688
1970-01-31 00:00:00.000000431,2003-12-01,1.967767,-0.028721749139665298
1970-01-31 00:00:00.000000432,2004-01-01,1.949813,-0.009124047714998751
1970-01-31 00:00:00.000000433,2004-02-01,2.037157,0.0447960907020315
1970-01-31 00:00:00.000000434,2004-03-01,2.126567,0.04388959711990781
1970-01-31 00:00:00.000000435,2004-04-01,2.247883,0.05704781462328712
1970-01-31 00:00:00.000000436,2004-05-01,2.228612,-0.008572955087075229
1970-01-31 00:00:00.000000437,2004-06-01,2.370793,0.06379800521580248
1970-01-31 00:00:00.000000438,2004-07-01,2.254997,-0.04884272899405384
1970-01-31 00:00:00.000000439,2004-08-01,2.249671,-0.0023618656698877194
1970-01-31 00:00:00.000000440,2004-09-01,2.23192,-0.007890487097891197
1970-01-31 00:00:00.000000441,2004-10-01,2.229333,-0.0011590917237177534
1970-01-31 00:00:00.000000442,2004-11-01,2.293797,0.02891627226618909
1970-01-31 00:00:00.000000443,2004-12-01,2.304188,0.004530043417093843
1970-01-31 00:00:00.000000444,2005-01-01,2.308836,0.0020171965134789804
1970-01-31 00:00:00.000000445,2005-02-01,2.279146,-0.012859293600758104
1970-01-31 00:00:00.000000446,2005-03-01,2.238654,-0.017766303694453978
1970-01-31 00:00:00.000000447,2005-04-01,2.231837,-0.0030451333703197525
1970-01-31 00:00:00.000000448,2005-05-01,2.350311,0.05308362573073211
1970-01-31 00:00:00.000000449,2005-06-01,2.191008,-0.06777954066504388
1970-01-31 00:00:00.000000450,2005-07-01,2.292571,0.04635446333377158
1970-01-31 00:00:00.000000451,2005-08-01,2.256804,-0.015601261640315722
1970-01-31 00:00:00.000000452,2005-09-01,2.326514,0.0308888144473336
1970-01-31 00:00:00.000000453,2005-10-01,2.318218,-0.0035658500228238355
1970-01-31 00:00:00.000000454,2005-11-01,2.424911,0.0460237130416552
1970-01-31 00:00:00.000000455,2005-12-01,2.463042,0.015724700824071736
1970-01-31 00:00:00.000000456,2006-01-01,2.444816,-0.007399792614174006
1970-01-31 00:00:00.000000457,2006-02-01,2.492938,0.019683280868580733
1970-01-31 00:00:00.000000458,2006-03-01,2.575349,0.03305778162152451
1970-01-31 00:00:00.000000459,2006-04-01,2.67529,0.03880677919769315
1970-01-31 00:00:00.000000460,2006-05-01,2.778406,0.03854385879661648
1970-01-31 00:00:00.000000461,2006-06-01,3.029284,0.09029565873382084
1970-01-31 00:00:00.000000462,2006-07-01,3.089187,0.019774639815877126
1970-01-31 00:00:00.000000463,2006-08-01,3.219901,0.04231339831483183
1970-01-31 00:00:00.000000464,2006-09-01,3.207054,-0.003989874222841139
1970-01-31 00:00:00.000000465,2006-10-01,3.285968,0.024606383303804824
1970-01-31 00:00:00.000000466,2006-11-01,3.141252,-0.04404059929981052
1970-01-31 00:00:00.000000467,2006-12-01,3.1159,-0.008070667364477702
1970-01-31 00:00:00.000000468,2007-01-01,3.136734,0.006686350653101858
1970-01-31 00:00:00.000000469,2007-02-01,3.152428,0.005003293234300266
1970-01-31 00:00:00.000000470,2007-03-01,3.099888,-0.01666651863262225
1970-01-31 00:00:00.000000471,2007-04-01,2.957465,-0.04594456315841089
1970-01-31 00:00:00.000000472,2007-05-01,2.774199,-0.06196725912225509
1970-01-31 00:00:00.000000473,2007-06-01,2.621714,-0.05496541524238163
1970-01-31 00:00:00.000000474,2007-07-01,2.525322,-0.036766786918786654
1970-01-31 00:00:00.000000475,2007-08-01,2.459164,-0.026197847244826655
1970-01-31 00:00:00.000000476,2007-09-01,2.475003,0.006440806713175817
1970-01-31 00:00:00.000000477,2007-10-01,2.494632,0.00793089947769765
1970-01-31 00:00:00.000000478,2007-11-01,2.64947,0.062068473426140525
1970-01-31 00:00:00.000000479,2007-12-01,2.712396,0.023750410459450366
1970-01-31 00:00:00.000000480,2008-01-01,2.747695,0.013013955189434157
1970-01-31 00:00:00.000000481,2008-02-01,2.617738,-0.04729673417173308
1970-01-31 00:00:00.000000482,2008-03-01,2.688949,0.027203257163245453
1970-01-31 00:00:00.000000483,2008-04-01,2.725505,0.013594902692464661
1970-01-31 00:00:00.000000484,2008-05-01,2.793043,0.02477999490002758
1970-01-31 00:00:00.000000485,2008-06-01,2.933931,0.05044247439083471
1970-01-31 00:00:00.000000486,2008-07-01,3.010504,0.026099114123679268
1970-01-31 00:00:00.000000487,2008-08-01,3.080765,0.023338617055483013
1970-01-31 00:00:00.000000488,2008-09-01,3.071629,-0.002965497206050993
1970-01-31 00:00:00.000000489,2008-10-01,2.922213,-0.04864389547044912
1970-01-31 00:00:00.000000490,2008-11-01,2.777101,-0.04965825557548342
1970-01-31 00:00:00.000000491,2008-12-01,2.614507,-0.058548104660219424
1970-01-31 00:00:00.000000492,2009-01-01,2.535975,-0.030037020363686162
1970-01-31 00:00:00.000000493,2009-02-01,2.54257,0.0026005776870827724
1970-01-31 00:00:00.000000494,2009-03-01,2.437701,-0.041245275449643404
1970-01-31 00:00:00.000000495,2009-04-01,2.359914,-0.031909984038239414
1970-01-31 00:00:00.000000496,2009-05-01,2.273815,-0.03648395661875814
1970-01-31 00:00:00.000000497,2009-06-01,2.078063,-0.08608967748035778
1970-01-31 00:00:00.000000498,2009-07-01,1.910212,-0.08077281583859597
1970-01-31 00:00:00.000000499,2009-08-01,1.757047,-0.08018219967207829
1970-01-31 00:00:00.000000500,2009-09-01,1.602846,-0.08776145430372662
1970-01-31 00:00:00.000000501,2009-10-01,1.509202,-0.058423579058749286
1970-01-31 00:00:00.000000502,2009-11-01,1.361569,-0.09782189527975704
1970-01-31 00:00:00.000000503,2009-12-01,1.318775,-0.03142991651543181
1970-01-31 00:00:00.000000504,2010-01-01,1.170764,-0.11223370173077296
1970-01-31 00:00:00.000000505,2010-02-01,1.048684,-0.10427379044794682
1970-01-31 00:00:00.000000506,2010-03-01,0.9255024,-0.11746302985456059
1970-01-31 00:00:00.000000507,2010-04-01,0.869413,-0.06060427287924908
1970-01-31 00:00:00.000000508,2010-05-01,0.793302,-0.08754297439766834
1970-01-31 00:00:00.000000509,2010-06-01,0.7780127,-0.019272988092806975
1970-01-31 00:00:00.000000510,2010-07-01,0.7440706,-0.04362666573437679
1970-01-31 00:00:00.000000511,2010-08-01,0.6911158,-0.07116905304416021
1970-01-31 00:00:00.000000512,2010-09-01,0.6638685,-0.039425086215652994
1970-01-31 00:00:00.000000513,2010-10-01,0.6723344,0.012752374905572461
1970-01-31 00:00:00.000000514,2010-11-01,0.8233069,0.22454971811646107
1970-01-31 00:00:00.000000515,2010-12-01,0.8307821,0.0090794817825528
1970-01-31 00:00:00.000000516,2011-01-01,0.9539952,0.1483097673866589
1970-01-31 00:00:00.000000517,2011-02-01,1.117829,0.17173440704942733
1970-01-31 00:00:00.000000518,2011-03-01,1.179972,0.05559258169183301
1970-01-31 00:00:00.000000519,2011-04-01,1.210295,0.025698067411769054
1970-01-31 00:00:00.000000520,2011-05-01,1.256079,0.03782879380646875
1970-01-31 00:00:00.000000521,2011-06-01,1.29395,0.030150173675381975
1970-01-31 00:00:00.000000522,2011-07-01,1.41844,0.09620928165694198
1970-01-31 00:00:00.000000523,2011-08-01,1.651442,0.16426637714672476
1970-01-31 00:00:00.000000524,2011-09-01,1.721515,0.04243140237440968
1970-01-31 00:00:00.000000525,2011-10-01,1.835844,0.06641185235098157
1970-01-31 00:00:00.000000526,2011-11-01,1.835434,-0.0002233305226370108
1970-01-31 00:00:00.000000527,2011-12-01,2.045078,0.11422039691974772
1970-01-31 00:00:00.000000528,2012-01-01,2.113351,0.03338405674502387
1970-01-31 00:00:00.000000529,2012-02-01,2.01608,-0.04602690229876627
1970-01-31 00:00:00.000000530,2012-03-01,2.122799,0.05293391135272407
1970-01-31 00:00:00.000000531,2012-04-01,2.191796,0.0325028417669313
1970-01-31 00:00:00.000000532,2012-05-01,2.188203,-0.001639294897882837
1970-01-31 00:00:00.000000533,2012-06-01,2.238927,0.023180664682389995
1970-01-31 00:00:00.000000534,2012-07-01,2.260479,0.009626039616298376
1970-01-31 00:00:00.000000535,2012-08-01,2.17107,-0.039553121263236846
1970-01-31 00:00:00.000000536,2012-09-01,2.219253,0.022193204272547673
1970-01-31 00:00:00.000000537,2012-10-01,2.206525,-0.005735263171887106
1970-01-31 00:00:00.000000538,2012-11-01,2.195661,-0.004923578930671635
1970-01-31 00:00:00.000000539,2012-12-01,2.107127,-0.04032225375410847
1970-01-31 00:00:00.000000540,2013-01-01,2.065935,-0.01954889287641426
1970-01-31 00:00:00.000000541,2013-02-01,2.143683,0.037633323410465325
1970-01-31 00:00:00.000000542,2013-03-01,2.096923,-0.021812926631409546
1970-01-31 00:00:00.000000543,2013-04-01,1.932255,-0.07852839613090223
1970-01-31 00:00:00.000000544,2013-05-01,1.905048,-0.014080439693518687
1970-01-31 00:00:00.000000545,2013-06-01,1.874046,-0.016273605704423155
1970-01-31 00:00:00.000000546,2013-07-01,1.865294,-0.00467010948503932
1970-01-31 00:00:00.000000547,2013-08-01,1.911745,0.024902776720452602
1970-01-31 00:00:00.000000548,2013-09-01,1.888205,-0.012313357691533189
1970-01-31 00:00:00.000000549,2013-10-01,1.866698,-0.011390182739691945
1970-01-31 00:00:00.000000550,2013-11-01,1.890963,0.012998888947221232
1970-01-31 00:00:00.000000551,2013-12-01,1.872378,-0.009828325567448837
1970-01-31 00:00:00.000000552,2014-01-01,1.821944,-0.026935800356551964
1970-01-31 00:00:00.000000553,2014-02-01,1.789204,-0.017969816854963683
1970-01-31 00:00:00.000000554,2014-03-01,1.821445,0.018019745093348805
1970-01-31 00:00:00.000000555,2014-04-01,2.025724,0.11215216490204205
1970-01-31 00:00:00.000000556,2014-05-01,2.127518,0.05025067580776055
1970-01-31 00:00:00.000000557,2014-06-01,2.142724,0.0071472955810480965
1970-01-31 00:00:00.000000558,2014-07-01,2.098319,-0.020723620960982236
1970-01-31 00:00:00.000000559,2014-08-01,1.959017,-0.06638742726916169
1970-01-31 00:00:00.000000560,2014-09-01,1.95017,-0.004516040442732239
1970-01-31 00:00:00.000000561,2014-10-01,2.001463,0.02630180958583117
1970-01-31 00:00:00.000000562,2014-11-01,1.999147,-0.0011571535421840418
1970-01-31 00:00:00.000000563,2014-12-01,1.961226,-0.01896859010367924
1970-01-31 00:00:00.000000564,2015-01-01,1.976365,0.007719151184004236
1970-01-31 00:00:00.000000565,2015-02-01,1.972517,-0.0019470087762127886
1970-01-31 00:00:00.000000566,2015-03-01,1.989606,0.008663550174725865
1970-01-31 00:00:00.000000567,2015-04-01,2.05371,0.03221944445282143
1970-01-31 00:00:00.000000568,2015-05-01,2.056561,0.0013882193688494748
1970-01-31 00:00:00.000000569,2015-06-01,2.103732,0.02293683484224407
1970-01-31 00:00:00.000000570,2015-07-01,2.130475,0.012712170561649527
1970-01-31 00:00:00.000000571,2015-08-01,2.169207,0.018179983337049288
1970-01-31 00:00:00.000000572,2015-09-01,2.268536,0.04579046628560568
1970-01-31 00:00:00.000000573,2015-10-01,2.335492,0.02951507051243607
1970-01-31 00:00:00.000000574,2015-11-01,2.394625,0.025319290325122035
1970-01-31 00:00:00.000000575,2015-12-01,2.437497,0.017903429555776063
1970-01-31 00:00:00.000000576,2016-01-01,2.460879,0.009592627190925684
1970-01-31 00:00:00.000000577,2016-02-01,2.538253,0.03144161090407138
1970-01-31 00:00:00.000000578,2016-03-01,2.526214,-0.004743026010409546
1970-01-31 00:00:00.000000579,2016-04-01,2.53143,0.002064749858879722
1970-01-31 00:00:00.000000580,2016-05-01,2.565678,0.013529112003887178
1970-01-31 00:00:00.000000581,2016-06-01,2.563629,-0.0007986193123220575
1970-01-31 00:00:00.000000582,2016-07-01,2.569655,0.0023505741275355874
1970-01-31 00:00:00.000000583,2016-08-01,2.716347,0.05708626255275506
1970-01-31 00:00:00.000000584,2016-09-01,2.624799,-0.03370261605015856
1970-01-31 00:00:00.000000585,2016-10-01,2.502268,-0.0466820507017871
1970-01-31 00:00:00.000000586,2016-11-01,2.518564,0.006512491867378012
1970-01-31 00:00:00.000000587,2016-12-01,2.585286,0.02649208040772444
1970-01-31 00:00:00.000000588,2017-01-01,2.651739,0.025704312791698936
1970-01-31 00:00:00.000000589,2017-02-01,2.664566,0.004837203058068784
1970-01-31 00:00:00.000000590,2017-03-01,2.436586,-0.08555989981107615
1970-01-31 00:00:00.000000591,2017-04-01,2.235672,-0.08245717573687117
1970-01-31 00:00:00.000000592,2017-05-01,2.139634,-0.042957106409169166
1970-01-31 00:00:00.000000593,2017-06-01,2.122109,-0.008190653167784778
1970-01-31 00:00:00.000000594,2017-07-01,2.131777,0.004555845152157678
1970-01-31 00:00:00.000000595,2017-08-01,2.075047,-0.026611601494903048
1970-01-31 00:00:00.000000596,2017-09-01,2.091354,0.007858617178309713
1970-01-31 00:00:00.000000597,2017-10-01,2.177581,0.04123022692475797
1970-01-31 00:00:00.000000598,2017-11-01,2.099803,-0.035717615096751865
1970-01-31 00:00:00.000000599,2017-12-01,2.117186,0.008278395639971903
1970-01-31 00:00:00.000000600,2018-01-01,2.157823,0.019193873377209236
1970-01-31 00:00:00.000000601,2018-02-01,2.123101,-0.016091217861705975
1970-01-31 00:00:00.000000602,2018-03-01,2.366925,0.11484333529116131
1970-01-31 00:00:00.000000603,2018-04-01,2.491592,0.05267044794406228
1970-01-31 00:00:00.000000604,2018-05-01,2.543212,0.02071767769361932
1970-01-31 00:00:00.000000605,2018-06-01,2.551897,0.0034149728768186893
1970-01-31 00:00:00.000000606,2018-07-01,2.518753,-0.012987985016636672
1970-01-31 00:00:00.000000607,2018-08-01,2.432443,-0.03426695670436908
1970-01-31 00:00:00.000000608,2018-09-01,2.462881,0.012513345636465
1970-01-31 00:00:00.000000609,2018-10-01,2.415236,-0.01934523024051904
1970-01-31 00:00:00.000000610,2018-11-01,2.476418,0.025331686013292165
1970-01-31 00:00:00.000000611,2018-12-01,2.456173,-0.00817511421738959
1970-01-31 00:00:00.000000612,2019-01-01,2.375054,-0.033026582410929595
1970-01-31 00:00:00.000000613,2019-02-01,2.375943,0.0003743072789081925
1970-01-31 00:00:00.000000614,2019-03-01,2.356946,-0.00799556218309938
1970-01-31 00:00:00.000000615,2019-04-01,2.392773,0.01520060281398039
1970-01-31 00:00:00.000000616,2019-05-01,2.360903,-0.013319274331497377
1970-01-31 00:00:00.000000617,2019-06-01,2.392597,0.013424524429847429
1970-01-31 00:00:00.000000618,2019-07-01,2.475923,0.034826592192500394
1970-01-31 00:00:00.000000619,2019-08-01,2.630398,0.062390874029604415
1970-01-31 00:00:00.000000620,2019-09-01,2.622934,-0.002837593398413496
1970-01-31 00:00:00.000000621,2019-10-01,2.747596,0.047527692271326805
1970-01-31 00:00:00.000000622,2019-11-01,2.772021,0.00888958929915451
1970-01-31 00:00:00.000000623,2019-12-01,2.752609,-0.007002832951121252
1970-01-31 00:00:00.000000624,2020-01-01,2.790484,0.01375967309559778
1970-01-31 00:00:00.000000625,2020-02-01,2.800101,0.0034463555426227366
1970-01-31 00:00:00.000000626,2020-03-01,2.606553,-0.06912179239248883
1970-01-31 00:00:00.000000627,2020-04-01,2.179323,-0.1639061242951898
1970-01-31 00:00:00.000000628,2020-05-01,2.01414,-0.07579555669352378
1970-01-31 00:00:00.000000629,2020-06-01,1.993544,-0.01022570427080538
1970-01-31 00:00:00.000000630,2020-07-01,2.281283,0.14433541471871214
1970-01-31 00:00:00.000000631,2020-08-01,2.213149,-0.029866526862296405
1970-01-31 00:00:00.000000632,2020-09-01,1.980283,-0.10521930516201128
1970-01-31 00:00:00.000000633,2020-10-01,1.747303,-0.11764985105664194
1970-01-31 00:00:00.000000634,2020-11-01,1.697582,-0.028455854536963643
1970-01-31 00:00:00.000000635,2020-12-01,1.600671,-0.05708766940271515
1970-01-31 00:00:00.000000636,2021-01-01,1.400569,-0.1250113233762591
1970-01-31 00:00:00.000000637,2021-02-01,1.405123,0.003251535625877766
1970-01-31 00:00:00.000000638,2021-03-01,1.592366,0.13325737319793363
1970-01-31 00:00:00.000000639,2021-04-01,2.209393,0.38749068995444524
1970-01-31 00:00:00.000000640,2021-05-01,2.562825,0.15996791879036465
1970-01-31 00:00:00.000000641,2021-06-01,2.558145,-0.0018261098592373681
1970-01-31 00:00:00.000000642,2021-07-01,2.323597,-0.0916867495783078
1970-01-31 00:00:00.000000643,2021-08-01,2.332419,0.003796699685874927
1970-01-31 00:00:00.000000644,2021-09-01,2.610662,0.11929374610651022
1970-01-31 00:00:00.000000645,2021-10-01,3.007604,0.15204649242222867
1970-01-31 00:00:00.000000646,2021-11-01,3.184384,0.0587776848281889
1970-01-31 00:00:00.000000647,2021-12-01,3.456458,0.08544007255406383
1970-01-31 00:00:00.000000648,2022-01-01,3.965498,0.14727214969775426
1970-01-31 00:00:00.000000649,2022-02-01,4.280304,0.07938624606543732
1970-01-31 00:00:00.000000650,2022-03-01,4.534344,0.05935092460722413
1970-01-31 00:00:00.000000651,2022-04-01,4.703935,0.037401441090486376
1970-01-31 00:00:00.000000652,2022-05-01,4.950974,0.052517519906206234
1970-01-31 00:00:00.000000653,2022-06-01,5.39633,0.08995320920691552
1970-01-31 00:00:00.000000654,2022-07-01,5.59073,0.03602448330624708
1970-01-31 00:00:00.000000655,2022-08-01,5.951312,0.06449640744589713
1970-01-31 00:00:00.000000656,2022-09-01,6.348017,0.06665841078404222
1970-01-31 00:00:00.000000657,2022-10-01,6.312946,-0.005524717403875834
1970-01-31 00:00:00.000000658,2022-11-01,6.422543,0.01736067439829192
1970-01-31 00:00:00.000000659,2022-12-01,6.538167,0.01800283781673384
1970-01-31 00:00:00.000000660,2023-01-01,6.487554,-0.007741160481217313
1970-01-31 00:00:00.000000661,2023-02-01,6.525,0.005771975077201619
1970-01-31 00:00:00.000000662,2023-03-01,6.390946,-0.020544674329502022
1970-01-31 00:00:00.000000663,2023-04-01,6.264224,-0.019828363437901064
1970-01-31 00:00:00.000000664,2023-05-01,5.975255,-0.04613005537477588
1970-01-31 00:00:00.000000665,2023-06-01,5.586684,-0.06503002800717284
1970-01-31 00:00:00.000000666,2023-07-01,5.405751,-0.032386474695901835
1970-01-31 00:00:00.000000667,2023-08-01,5.172225,-0.043199548036896296
1970-01-31 00:00:00.000000668,2023-09-01,4.95977,-0.04107613261217369
1970-01-31 00:00:00.000000669,2023-10-01,4.882928,-0.015493057137730193
1970-01-31 00:00:00.000000670,2023-11-01,4.688293,-0.03986030512839833
1970-01-31 00:00:00.000000671,2023-12-01,4.554396,-0.02855986176631886
1970-01-31 00:00:00.000000672,2024-01-01,4.603922367,0.0108744094716402
1970-01-31 00:00:00.000000673,2024-02-01,4.403102398,-0.043619321307291736
1970-01-31 00:00:00.000000674,2024-03-01,4.509212494,0.02409893897725346
