,datetime,open,high,low,close,volume,RSI,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Lower
35,2023-03-24 21:00:00,27614.8,27653.26,27027.88,27373.67,2150.837584,28.64094307799145,-120.66305649701462,-50.117415849907786,28523.472453061095,27447.939546938902
36,2023-03-24 22:00:00,27373.67,27477.24,27300.0,27325.82,718.03430172,31.453645877184655,-149.7500876131635,-70.04395020255893,28539.353528154206,27341.057471845794
37,2023-03-24 23:00:00,27325.67,27550.92,27308.62,27489.24,469.17966112,36.538126461552636,-157.79616512452776,-87.5943931869527,28512.19058644109,27290.54841355891
38,2023-03-25 00:00:00,27489.24,27622.08,27457.46,27593.39,560.38730207,39.47642832106551,-153.99356300238287,-100.87422715003873,28483.063063250618,27261.143936749377
39,2023-03-25 01:00:00,27594.09,27604.09,27451.16,27533.94,309.44059421,47.2851984801729,-154.00185406905075,-111.49975253384115,28422.037044976605,27243.032955023387
40,2023-03-25 02:00:00,27533.92,27692.44,27492.45,27632.77,381.57508299,38.440277011705675,-144.36946839114898,-118.07369570530273,28350.391728315626,27247.43827168437
41,2023-03-25 03:00:00,27629.66,27683.15,27585.13,27624.8,326.80233337,38.115670957567765,-135.81327484417488,-121.62161153307716,28262.149883163984,27266.069116836014
42,2023-03-25 04:00:00,27625.76,27650.9,27524.9,27572.9,341.82605985,36.34977304939097,-131.70214571371253,-123.63771836920424,28221.480618234797,27256.55138176521
43,2023-03-25 05:00:00,27570.17,27581.28,27401.92,27494.71,310.87808078,33.88978255083268,-133.21767536120024,-125.55370976760344,28176.63048218062,27243.23051781938
44,2023-03-25 06:00:00,27495.95,27572.07,27440.02,27529.5,338.7221016,39.333371368439806,-130.11163533730723,-126.4652948815442,28122.802312403976,27242.63168759602
45,2023-03-25 07:00:00,27526.86,27614.96,27505.9,27520.72,200.65302275,45.80134640368496,-126.8957733774223,-126.55139058071983,28122.55583889704,27231.21016110295
46,2023-03-25 08:00:00,27521.32,27550.09,27369.18,27456.13,276.86404064,37.65472566924219,-128.08259636181174,-126.85763173693822,28076.14504679,27222.23295320999
47,2023-03-25 09:00:00,27454.85,27555.28,27345.65,27511.09,244.39637981,36.34719278394878,-123.16853919731147,-126.11981322901286,28018.625645497013,27229.495354502993
48,2023-03-25 10:00:00,27511.09,27567.11,27424.35,27506.66,193.22638196,44.701305319274084,-118.26825464737703,-124.5495015126857,27945.939678009338,27249.90632199066
49,2023-03-25 11:00:00,27506.66,27563.25,27454.07,27491.41,169.32413427,57.40913209826831,-114.2977382091376,-122.49914885197607,27847.18799713605,27292.64400286396
50,2023-03-25 12:00:00,27491.41,27516.1,27402.95,27478.0,243.27289528,60.010261537651935,-110.954139994461,-120.19014708047307,27792.617369782383,27308.41163021762
51,2023-03-25 13:00:00,27477.99,27643.95,27383.64,27590.46,381.41643173,57.13661233008048,-98.09890902860934,-115.77189947010034,27787.99051848644,27308.63648151356
52,2023-03-25 14:00:00,27593.1,27677.62,27547.39,27558.84,482.63124901,47.286492939384004,-89.43160375304069,-110.5038403266884,27753.055909657807,27322.206090342195
53,2023-03-25 15:00:00,27556.9,27818.67,27511.0,27677.01,633.4875454,60.28762493708204,-72.19514971944227,-102.84210220523919,27699.462220867736,27358.12377913226
54,2023-03-25 16:00:00,27676.17,27762.98,27649.87,27659.73,378.07313395,52.19615509938085,-59.24653018065146,-94.12298780032165,27707.55804096449,27354.520959035515
55,2023-03-25 17:00:00,27659.73,27683.63,27410.09,27515.74,590.01431763,42.727587954442484,-59.91280797583386,-87.28095183542409,27698.710414023946,27377.575585976054
56,2023-03-25 18:00:00,27515.74,27563.39,27458.26,27471.25,384.96400531,43.15405234304482,-63.30111328003113,-82.4849841243455,27675.839006492093,27414.989993507912
57,2023-03-25 19:00:00,27471.25,27471.45,27186.78,27215.84,1071.61135184,34.83792394767457,-85.60897511915391,-83.10978232330719,27727.771630289397,27335.717369710605
58,2023-03-25 20:00:00,27215.84,27455.46,27184.78,27383.08,527.26742571,43.04140369553651,-88.76996117408999,-84.24181809346375,27725.713446033176,27316.744553966822
59,2023-03-25 21:00:00,27385.68,27477.0,27375.19,27440.0,413.04561687,46.331642762356545,-85.69426693024434,-84.53230786081987,27724.079745132283,27308.984254867715
60,2023-03-25 22:00:00,27440.0,27557.32,27419.92,27473.34,692.72556358,50.80498049524304,-79.64836099070817,-83.55551848679752,27709.45046511319,27307.67053488681
61,2023-03-25 23:00:00,27473.34,27517.34,27430.85,27488.18,203.34440479,48.88662098459445,-72.82004880456589,-81.4084245503512,27695.128562804617,27308.33043719538
62,2023-03-26 00:00:00,27489.56,27661.15,27445.04,27565.16,400.1343814,52.65571091338299,-60.499518757820624,-77.22664339184509,27694.1720571224,27308.512942877598
63,2023-03-26 01:00:00,27565.16,27681.0,27547.91,27624.22,261.43156758,55.798499838457644,-45.44588959005341,-70.87049263148675,27708.257847346358,27307.37815265364
64,2023-03-26 02:00:00,27624.22,27644.88,27591.26,27619.55,206.76135897,56.227617095039875,-33.506369420545525,-63.39766798929851,27718.766674708084,27305.87432529192
65,2023-03-26 03:00:00,27619.2,27650.19,27530.54,27562.23,219.11667536,48.694663053831874,-28.34274114619984,-56.386682620678776,27722.028956556616,27306.763043443378
66,2023-03-26 04:00:00,27562.23,27570.32,27486.01,27547.55,165.48619133,49.46964928268769,-25.14522336833761,-50.13839077021054,27725.219651514744,27312.71434848525
67,2023-03-26 05:00:00,27547.55,27587.78,27496.91,27574.93,190.06335014,44.75760065735425,-20.169330825927318,-44.1445787813539,27729.869210670695,27314.44878932931
68,2023-03-26 06:00:00,27574.93,27602.72,27511.28,27528.58,150.31848014,43.459961901722515,-19.738425491268572,-39.26334812333683,27730.85216106978,27315.657838930216
69,2023-03-26 07:00:00,27528.57,27568.62,27510.38,27537.06,114.89980843,51.2293002444762,-18.499415038284496,-35.11056150632637,27732.663720848977,27318.41127915102
70,2023-03-26 08:00:00,27537.04,27797.98,27511.44,27686.76,381.40730709,61.08168701214551,-5.375980466425972,-29.16364529834629,27753.780281106046,27318.170718893954
71,2023-03-26 09:00:00,27686.04,27763.34,27648.33,27716.78,267.01958098,83.53101823341984,7.361935286076914,-21.858529181461652,27773.653031649905,27310.929968350094
72,2023-03-26 10:00:00,27716.78,27747.15,27665.95,27708.38,174.12700191,77.65498010677743,16.587801641613623,-14.1692630168466,27792.755256604723,27306.781743395273
73,2023-03-26 11:00:00,27708.37,27950.25,27672.46,27890.32,353.26051492,81.57215772056776,38.14074192995031,-3.707262027487218,27842.517244704784,27278.350755295218
74,2023-03-26 12:00:00,27892.6,28009.16,27855.17,27943.09,592.6047305,82.06090719229051,58.80186902844798,8.794564183699823,27902.43806934279,27246.765930657217
75,2023-03-26 13:00:00,27943.09,28230.32,27910.2,28186.55,750.23926711,86.32764952507789,93.74056554119306,25.783764455198472,28033.40517710925,27182.879822890747
76,2023-03-26 14:00:00,28186.62,28195.42,27724.4,27821.95,1012.53896182,60.28122322493862,90.9610193270637,38.819215429571514,28056.06391207643,27195.29108792357
77,2023-03-26 15:00:00,27822.38,27904.14,27749.39,27832.01,605.83351608,58.65914337864526,88.54922648890351,48.765217641437914,28049.97973118262,27262.992268817376
78,2023-03-26 16:00:00,27830.44,27915.6,27664.14,27733.33,413.14535174,54.39698880850815,77.77862837936118,54.567899789022576,28046.895454767346,27301.10154523265
79,2023-03-26 17:00:00,27733.28,27887.13,27688.01,27865.26,425.66112714,61.07201578428158,78.97808993593935,59.44993781840593,28060.394790631508,27330.128209368493
80,2023-03-26 18:00:00,27865.14,27955.93,27794.56,27839.29,425.40696995,60.57228173423999,76.94612289409997,62.949174833544745,28068.399247577803,27358.7187524222
81,2023-03-26 19:00:00,27838.43,27894.33,27810.04,27855.2,233.02723893,60.241765148691584,75.74642081979255,65.50862403079431,28075.45541610439,27388.364583895604
82,2023-03-26 20:00:00,27855.2,27931.89,27709.52,27806.11,404.71888482,60.1213703765838,70.02726482630533,66.41235218989652,28079.691929438733,27408.223070561267
83,2023-03-26 21:00:00,27803.9,27884.92,27775.19,27871.7,258.91331733,61.71610228832325,69.98066380774617,67.12601451346646,28091.7267557977,27420.9362442023
84,2023-03-26 22:00:00,27871.7,28106.74,27830.02,28071.43,865.50851915,63.01187294929494,85.07953008884215,70.7167176285416,28135.722804360576,27422.128195639427
85,2023-03-26 23:00:00,28071.44,28167.34,27970.83,27992.9,929.01889159,59.043270931314304,89.67505745905873,74.50838559464503,28154.161169503677,27446.756830496328
86,2023-03-27 00:00:00,27995.27,28053.26,27937.31,28023.4,432.18686123,60.17007154110397,94.68665232223066,78.54403894016217,28170.256636394835,27478.24636360517
87,2023-03-27 01:00:00,28023.2,28044.86,27835.0,27855.65,650.8543007,48.870367594831166,84.15229898344114,79.66569094881797,28163.880837890956,27512.69416210904
88,2023-03-27 02:00:00,27853.62,27920.02,27805.81,27906.31,312.40225142,48.79996867781217,78.9811412509589,79.52878100924616,28149.218221698353,27565.129778301645
89,2023-03-27 03:00:00,27903.84,27955.36,27851.23,27912.83,237.03989544,39.43590218599479,74.54970836936991,78.53296648127092,28126.726025835604,27625.1989741644
90,2023-03-27 04:00:00,27915.11,27965.69,27895.51,27936.27,437.2275362,55.98935412213428,72.09807624426321,77.24598843386937,28123.92977637676,27652.946223623243
91,2023-03-27 05:00:00,27937.26,27958.5,27701.0,27741.33,635.21075723,46.02015378673512,53.80488211496777,72.55776717008905,28121.619192790127,27657.71180720988
92,2023-03-27 06:00:00,27742.14,27832.03,27690.7,27813.96,374.85719161,53.62157403498047,44.653292616345425,66.97687225934033,28113.971766985615,27675.91723301439
93,2023-03-27 07:00:00,27813.35,27887.17,27781.56,27836.08,275.75074044,48.54591480794929,38.73893283689904,61.329284374852065,28112.83837718235,27671.62662281764
94,2023-03-27 08:00:00,27835.69,27893.77,27796.75,27872.23,214.35275555,51.62496546825047,36.5474665386173,56.37292080760511,28108.129257802088,27669.249742197913
95,2023-03-27 09:00:00,27872.91,27997.5,27838.6,27954.01,370.59892312,54.576952650936065,40.93777110220617,53.28589086652533,28049.703126050732,27704.421873949283
96,2023-03-27 10:00:00,27954.01,27976.65,27886.32,27934.89,192.06101303,56.135536371086076,42.385698938607675,51.1058524809418,28055.14810374676,27710.270896253234
97,2023-03-27 11:00:00,27933.24,28013.95,27860.97,27910.95,398.73070716,51.94729165219636,41.127343836771615,49.110150752107764,28057.817921289738,27715.495078710264
98,2023-03-27 12:00:00,27913.96,27947.88,27711.41,27764.11,499.85546841,33.90859967327091,27.959033214687224,44.87992724462366,28054.022525475113,27722.36847452489
99,2023-03-27 13:00:00,27763.38,27861.53,27638.73,27706.89,883.59155144,34.68257623632972,12.758800867304672,38.45570196915986,28064.78770750281,27695.766292497196
100,2023-03-27 14:00:00,27708.83,27753.02,26970.61,26985.34,2875.8170142,18.053008013984268,-56.855156679703214,19.393530239387246,28278.745592435447,27396.413407564552
101,2023-03-27 15:00:00,26983.47,27040.76,26525.0,26919.32,2539.61553125,19.258928512800793,-116.01463730280375,-7.688103269050954,28393.162752645087,27188.408247354924
102,2023-03-27 16:00:00,26923.24,27333.08,26873.96,27161.58,1465.62133671,28.28180317638065,-141.7169695596167,-34.493876527164105,28423.226856709785,27093.891143290217
103,2023-03-27 17:00:00,27161.58,27229.05,26937.71,26974.45,920.37630205,25.242462298299785,-175.16686554931584,-62.628474331594454,28462.062315227464,26965.330684772533
104,2023-03-27 18:00:00,26974.45,27197.23,26963.09,27102.38,819.29259306,29.14889254512083,-189.17260325578536,-87.93730011643264,28441.066257137216,26889.42174286278
105,2023-03-27 19:00:00,27100.62,27156.02,26950.49,26978.41,716.27694298,30.221500938475373,-207.8792911653436,-111.92569832621484,28431.69677521989,26797.342224780114
106,2023-03-27 20:00:00,26979.36,27064.7,26891.22,27051.67,710.42430177,30.244286758341133,-214.32243079630643,-132.40504482023317,28396.1963897391,26735.669610260902
107,2023-03-27 21:00:00,27053.01,27205.6,27009.01,27178.62,428.7528504,33.8392031935185,-206.8009882758779,-147.28423351136212,28367.798538042625,26696.364461957375
108,2023-03-27 22:00:00,27178.62,27262.08,27089.93,27115.17,488.28876667,31.637414985786492,-203.61295224675632,-158.54997725844098,28328.552981017623,26656.496018982376
109,2023-03-27 23:00:00,27114.51,27191.36,27074.34,27142.87,388.97776508,29.79564996462986,-196.58514108722738,-166.15701002419826,28279.40575395159,26628.64724604841
110,2023-03-28 00:00:00,27142.85,27179.44,26957.14,26974.73,635.36602631,27.73655604815528,-202.25161221765302,-173.37593046288922,28225.04787711255,26586.85112288745
111,2023-03-28 01:00:00,26974.73,27191.12,26820.0,27081.77,686.73431999,31.487054915024203,-195.84749002960962,-177.8702423762333,28188.316634264906,26557.626365735086
112,2023-03-28 02:00:00,27082.08,27100.0,26981.19,27054.45,369.68117471,33.26226213949457,-190.77750837197527,-180.4516955753817,28134.4542158437,26535.537784156306
113,2023-03-28 03:00:00,27054.45,27062.0,26922.1,26986.81,397.65849749,33.09957002572342,-190.02698133682497,-182.36675272767036,28069.83812621281,26515.226873787193
114,2023-03-28 04:00:00,26986.81,27014.35,26906.95,26978.96,306.8807952,49.77482246975276,-187.8996227612879,-183.47332673439388,27986.623446801812,26509.114553198186
115,2023-03-28 05:00:00,26977.52,27011.57,26890.02,26986.89,388.30302027,52.48680597981699,-183.45898999969722,-183.47045938745455,27866.80288445721,26532.223115542787
116,2023-03-28 06:00:00,26987.79,27154.0,26981.38,27079.22,393.69003377,46.59286470743976,-170.52380490158976,-180.8811284902816,27728.3647385541,26585.094261445895
117,2023-03-28 07:00:00,27081.86,27114.75,26941.99,26970.47,303.98042116,49.82393431599811,-167.12132307370848,-178.12916740696699,27562.477413182925,26656.933586817075
118,2023-03-28 08:00:00,26971.36,27047.57,26937.77,27025.92,274.65766628,46.385826920531564,-158.12768263222097,-174.1288704520178,27405.342779322626,26740.24922067738
119,2023-03-28 09:00:00,27025.92,27056.76,26828.04,26884.83,322.69136622,45.64703693366833,-160.5344010027693,-171.4099765621681,27193.756565319785,26869.629434680213
120,2023-03-28 10:00:00,26884.92,26943.91,26640.0,26752.56,661.60610552,36.810681623762164,-171.14200769191302,-171.3563827881171,27224.125272833146,26815.982727166862
121,2023-03-28 11:00:00,26751.52,27164.97,26733.17,27063.95,746.92369425,45.651003147874306,-152.662246463271,-167.61755552314787,27226.519707110896,26828.0512928891
122,2023-03-28 12:00:00,27065.33,27216.26,26857.89,26985.73,680.20460973,45.14522323571776,-142.68383243554854,-162.630810905628,27208.059522038686,26828.92647796131
123,2023-03-28 13:00:00,26988.14,27036.1,26833.95,26881.94,738.25209493,40.741976000737985,-141.51950426641997,-158.40854957778643,27212.267678148666,26815.467321851334
124,2023-03-28 14:00:00,26888.77,27032.94,26849.76,26948.82,895.36360745,49.00951871248901,-133.65936676335696,-153.45871301490055,27202.035936456163,26810.34306354383
125,2023-03-28 15:00:00,26949.15,27085.38,26929.08,27007.73,693.10766609,47.06148497404387,-121.27858248872144,-147.02268690966474,27203.064849609185,26812.246150390816
126,2023-03-28 16:00:00,27007.74,27033.16,26850.0,26880.01,555.50580258,43.58780197321013,-120.38493574946551,-141.6951366776249,27201.302491931932,26796.84250806807
127,2023-03-28 17:00:00,26887.67,26929.77,26750.0,26868.13,775.93293114,45.45099121475552,-119.26056937825706,-137.20822321775134,27175.133647918537,26791.96235208146
128,2023-03-28 18:00:00,26868.13,27400.0,26840.88,27353.02,1284.56767355,60.49845635700258,-78.33987698624696,-125.43455397145047,27242.829226328995,26748.051773671
129,2023-03-28 19:00:00,27353.6,27519.99,27165.87,27431.65,1121.63450273,62.00626282258943,-39.1142646906701,-108.1704961152944,27319.4051779059,26700.353822094097
130,2023-03-28 20:00:00,27432.2,27499.28,27244.89,27312.35,567.98392214,56.20300451795201,-17.453009875724092,-90.02699886738034,27363.816716736914,26689.70428326308
131,2023-03-28 21:00:00,27312.35,27339.1,27104.1,27196.87,349.88819846,56.00243915371966,-9.49512636115469,-73.92062436613521,27377.36681480859,26687.664185191406
132,2023-03-28 22:00:00,27196.95,27240.24,27132.48,27230.0,411.61632265,55.47548267313454,-0.5092617687005259,-59.23835184664828,27397.252682702165,26685.33331729783
133,2023-03-28 23:00:00,27228.3,27329.91,27214.46,27274.15,541.69873853,61.018656885386896,10.058686407934147,-45.37894419573179,27425.29294054615,26686.02705945384
134,2023-03-29 00:00:00,27274.18,27352.21,27255.42,27285.26,376.04077119,66.18676617157291,19.1100567866888,-32.48114399924768,27452.420370717828,26689.52962928217
135,2023-03-29 01:00:00,27284.84,27489.99,27273.92,27336.78,608.07403448,59.84512236487891,30.0936654106481,-19.966182117268524,27485.45513455245,26691.48386544755
136,2023-03-29 02:00:00,27336.76,27425.54,27305.37,27410.19,337.18167987,65.37007531865578,44.21217740479915,-7.13051021285499,27527.17537687061,26682.86062312939
137,2023-03-29 03:00:00,27410.19,27423.18,27335.61,27379.63,227.17396475,69.0311034973272,52.33201241554707,4.761994312825422,27559.66442198431,26691.287578015694
138,2023-03-29 04:00:00,27379.64,27617.25,27354.55,27580.91,659.25610572,71.91758497056115,74.1538545189469,18.640366354049718,27629.521752058765,26676.929247941236
139,2023-03-29 05:00:00,27580.28,27660.61,27523.85,27553.27,472.13087497,69.3357907421848,88.2007809017341,32.552449263586595,27677.240036380852,26696.054963619146
140,2023-03-29 06:00:00,27553.47,28160.72,27510.45,28054.74,1572.6886846,82.91574434699783,138.20437529393166,53.68283446965562,27836.402847057212,26667.110152942787
141,2023-03-29 07:00:00,28054.74,28171.47,27981.59,28095.96,607.18084579,83.84708262808815,179.09420707933896,78.76510899159229,27991.261515072274,26615.452484927726
142,2023-03-29 08:00:00,28095.46,28654.06,28044.03,28523.65,1775.24660674,83.32109370997219,243.2071612464897,111.65351944257176,28240.81929485228,26519.686705147727
143,2023-03-29 09:00:00,28521.84,28567.28,28309.19,28323.83,796.41124422,73.75624407545082,274.72645968233337,144.26810749052407,28376.38868415565,26528.306315844344
144,2023-03-29 10:00:00,28321.7,28449.27,28250.0,28380.54,511.66473076,79.42364160225665,300.8141554975118,175.57731709192163,28503.869887672827,26543.99711232718
145,2023-03-29 11:00:00,28380.54,28384.86,28271.73,28355.28,493.2277144,83.57768540902165,315.81010913620776,203.62387550077887,28606.478519282566,26576.14348071743
146,2023-03-29 12:00:00,28357.94,28488.0,28240.82,28448.3,1123.74190004,84.12872718308442,331.38049891996343,229.1752001846158,28695.774492909986,26643.676507090015
147,2023-03-29 13:00:00,28448.18,28497.06,28332.55,28438.37,760.30128826,83.25126810766349,339.0109695605679,251.14235405980622,28756.17075637168,26740.304243628318
148,2023-03-29 14:00:00,28438.36,28598.99,28270.8,28302.16,981.27111889,77.10663524795554,330.2601306657634,266.9659093809977,28814.59533303375,26776.793666966252
149,2023-03-29 15:00:00,28302.15,28503.11,28279.19,28451.56,766.566937,78.24201214012837,331.5583608118177,279.8843996671617,28890.657648883727,26802.722351116263
150,2023-03-29 16:00:00,28451.56,28462.55,28138.2,28160.92,809.15927383,67.13330442522306,305.6120925694195,285.02993824761325,28910.37601705333,26867.86098294667
151,2023-03-29 17:00:00,28160.73,28345.78,28146.84,28265.7,704.47347484,69.55943966411627,290.15957935877304,286.0558664698452,28922.310624941736,26962.80937505826
152,2023-03-29 18:00:00,28265.12,28363.37,28202.38,28323.31,628.49575878,67.49787875930986,279.34191710702726,284.71307659728166,28930.475743948842,27063.97525605116
153,2023-03-29 19:00:00,28327.17,28459.7,28286.95,28428.43,1084.16244279,69.9001309757694,276.0687980538678,282.9842208885989,28941.508535622896,27168.370464377098
154,2023-03-29 20:00:00,28429.12,28475.0,28357.4,28394.02,780.56346908,59.79547528034084,267.613348105624,279.91004633200396,28930.470399330086,27290.284600669904
155,2023-03-29 21:00:00,28395.08,28509.32,28293.21,28297.62,597.60755992,55.642417459429176,250.24895457801904,273.977827981207,28896.13570749378,27420.70329250622
156,2023-03-29 22:00:00,28300.07,28433.9,28214.95,28396.96,565.06869486,45.65728584650185,241.7170912207439,267.5256806291144,28862.04558317655,27553.470416823453
157,2023-03-29 23:00:00,28397.13,28467.01,28326.69,28359.54,473.17040992,51.377434908389546,229.29290094116368,259.8791246915242,28784.443352660746,27729.06364733925
158,2023-03-30 00:00:00,28359.54,28471.84,28241.02,28338.07,501.98668591,48.31603238673758,215.23311766295956,250.9499232858113,28716.10062235582,27873.122377644177
159,2023-03-30 01:00:00,28336.37,28387.48,28252.97,28353.12,372.22804554,49.9136552606332,202.96538868244897,241.35301636513884,28571.113777289993,28098.094222710013
160,2023-03-30 02:00:00,28356.67,29190.04,28345.89,28966.73,2796.74223303,64.63342346970452,239.98987009450138,241.08038711101136,28719.04775500295,28041.359244997057
161,2023-03-30 03:00:00,28969.88,29007.18,28102.84,28499.95,2293.06949441,51.381808063763366,229.0267159860632,238.66965288602174,28715.215475316367,28085.59052468363
162,2023-03-30 04:00:00,28496.53,28709.66,28455.37,28595.14,546.91742573,56.69754299978967,225.42086343972187,236.01989499676176,28726.21797397635,28081.737026023646
163,2023-03-30 05:00:00,28592.78,28634.86,28497.5,28621.3,427.96528747,54.11195844920972,222.1137041690563,233.23865683122068,28752.764292174197,28084.937707825808
164,2023-03-30 06:00:00,28619.94,28683.69,28571.29,28628.02,354.16204208,63.120344258058765,217.52748304053966,230.09642207308448,28777.28174378037,28085.168256219626
165,2023-03-30 07:00:00,28628.01,28784.15,28586.8,28728.22,405.75378376,63.02521008403363,219.448506566172,227.966838971702,28818.174423479864,28081.56957652014
166,2023-03-30 08:00:00,28727.32,28758.68,28570.92,28579.93,340.16476694,56.87561623869333,206.623342586925,223.6981396947466,28829.31385095854,28083.59314904145
167,2023-03-30 09:00:00,28580.65,28606.12,28505.18,28586.59,373.72901034,54.473609775414374,194.7517372745533,217.90885921070796,28841.07811629033,28086.650883709677
168,2023-03-30 10:00:00,28589.02,28632.1,28517.55,28610.89,218.38661003,56.16952759175914,185.1696905224162,211.3610254730496,28853.91110613294,28104.69089386706
169,2023-03-30 11:00:00,28609.53,28710.26,28585.24,28654.74,426.95493356,60.472481584009834,179.05019873060155,204.89886012456,28871.84191137587,28107.078088624137
170,2023-03-30 12:00:00,28652.89,28705.28,28570.67,28653.86,745.05230988,57.99524455676036,172.14506756914852,198.34810161347772,28869.94995336136,28158.26404663864
171,2023-03-30 13:00:00,28652.74,28654.0,28418.81,28526.98,869.07032219,54.93620433480338,154.65181588915584,189.60884446861337,28863.250971679816,28191.09102832019
172,2023-03-30 14:00:00,28527.09,28550.0,28275.0,28436.33,1361.37109847,52.7832224878486,131.95252393600822,178.07758036209236,28858.09610430377,28207.54789569622
173,2023-03-30 15:00:00,28436.38,28494.56,28177.85,28307.14,1215.58665947,48.77671122084115,102.35869093640576,162.93380247695504,28864.50998370288,28189.00501629712
174,2023-03-30 16:00:00,28307.2,28314.38,28050.0,28251.3,1216.08627573,22.932982241088453,73.55168569813031,145.0573791211901,28874.765253445945,28164.477746554057
175,2023-03-30 17:00:00,28251.22,28294.0,27735.5,27841.78,1873.84647336,23.971589695728213,17.475636742805364,119.54103064551316,28955.40821607953,28038.250783920477
176,2023-03-30 18:00:00,27842.17,27948.49,27693.7,27913.11,1067.18143336,22.509210218707665,-20.967599752024398,91.43930456600566,28999.38423410368,27945.889765896318
177,2023-03-30 19:00:00,27912.64,28089.74,27882.85,27990.95,723.58300936,25.608481987385588,-44.63853888897938,64.22373587500866,29021.822285270773,27886.592714729228
178,2023-03-30 20:00:00,27991.9,28200.0,27899.37,28150.21,993.8719895,33.463234327087505,-49.97094375252709,41.38479994950151,29026.562877202705,27863.06612279729
179,2023-03-30 21:00:00,28149.18,28200.0,28010.6,28075.74,551.18757378,27.00851327732994,-59.51991116695717,21.20385772620978,29034.707251598895,27827.183748401094
180,2023-03-30 22:00:00,28075.74,28150.15,27807.26,27908.05,804.07688728,26.6442337106149,-79.69998636439777,1.023088908088269,28969.499135081045,27786.523864918956
181,2023-03-30 23:00:00,27908.04,28062.8,27842.77,28035.48,493.46488919,32.32636149647563,-84.43696851208733,-16.06892257594685,28962.370945313534,27747.205054686467
182,2023-03-31 00:00:00,28034.88,28358.22,27921.36,28257.64,928.31649425,39.9472962282085,-69.46386941398305,-26.747911943554094,28936.062647851893,27739.763352148108
183,2023-03-31 01:00:00,28252.39,28387.38,28115.58,28155.23,1047.36581827,36.24356255680094,-65.11065650904493,-34.42046085665226,28902.500123607264,27726.718876392733
184,2023-03-31 02:00:00,28155.23,28220.04,28081.73,28153.71,529.78325314,36.230790831355726,-61.07927139538151,-39.752222964398115,28863.62284905794,27718.16515094206
185,2023-03-31 03:00:00,28154.42,28245.91,28117.45,28170.76,381.21899099,39.56199160786701,-55.86460475196873,-42.97469932191224,28799.23131894512,27726.810681054874
186,2023-03-31 04:00:00,28170.68,28215.11,28099.83,28185.41,231.84600779,42.30476704531511,-49.973745076909836,-44.374508472911764,28759.05443100806,27727.535568991945
187,2023-03-31 05:00:00,28186.56,28228.38,27947.84,28041.79,380.87294284,41.93362070537885,-56.24576390611037,-46.74875955955149,28712.664443431488,27719.445556568513
